Time (s),a,b,c,d
65.9928075951521,0.471279406705435,0.715798189983616,0.509682686231827,-0.075497356341657
66.0567630799863,0.471279406705435,0.715764620683331,0.509682686231827,-0.0755309256419423
66.1167958625391,0.47131297600572,0.715831759283901,0.509581978330971,-0.0755644949422276
66.1799512409774,0.47131297600572,0.715798189983616,0.509615547631256,-0.0755644949422276
66.2438759360411,0.47131297600572,0.715831759283901,0.509581978330971,-0.0755980642425129
66.3067593381739,0.471346545306005,0.715865328584187,0.5095148397304,-0.0756316335427982
66.3667532058779,0.47131297600572,0.715932467184757,0.509414131829544,-0.0757323414436542
66.4318868270671,0.47131297600572,0.715966036485042,0.509346993228974,-0.0757659107439395
66.4918554642648,0.47131297600572,0.716066744385898,0.509212716027832,-0.0758330493445101
66.5559345358164,0.471346545306005,0.716066744385898,0.509179146727547,-0.0758330493445101
66.6179592454625,0.471346545306005,0.716066744385898,0.509179146727547,-0.0758666186447954
66.6789918402832,0.471346545306005,0.716167452286754,0.509044869526406,-0.0759001879450807
66.7440147038259,0.47131297600572,0.716167452286754,0.509044869526406,-0.075933757245366
66.8060894468489,0.47131297600572,0.71620102158704,0.509011300226121,-0.075933757245366
66.8691516007046,0.471346545306005,0.71620102158704,0.508977730925835,-0.0759673265456513
66.9311745998078,0.471346545306005,0.71626816018761,0.508843453724694,-0.0760344651462219
66.9932206912389,0.47131297600572,0.716335298788181,0.508776315124123,-0.0761016037467925
67.0552334270853,0.471346545306005,0.716402437388751,0.508642037922982,-0.0761687423473632
67.1192611823528,0.471346545306005,0.716436006689037,0.508608468622697,-0.0762023116476485
67.1793119256051,0.471346545306005,0.716469575989322,0.508574899322412,-0.0762023116476485
67.2434179382058,0.471346545306005,0.716503145289607,0.508541330022126,-0.0762358809479338
67.3054648849083,0.471346545306005,0.716570283890178,0.5083734835207,-0.0763030195485044
67.3674746273048,0.471346545306005,0.716603853190463,0.508339914220414,-0.0763365888487897
67.4304739187124,0.471380114606291,0.716704561091319,0.508205637019273,-0.076370158149075
67.4925272799504,0.471380114606291,0.716704561091319,0.508172067718988,-0.076370158149075
67.5566119107661,0.471346545306005,0.716738130391605,0.508172067718988,-0.0764037274493603
67.6186250742482,0.471346545306005,0.71683883829246,0.508037790517847,-0.0764708660499309
67.6816632805047,0.47131297600572,0.71683883829246,0.508004221217561,-0.0765044353502162
67.7437611158555,0.47131297600572,0.71683883829246,0.508004221217561,-0.0765380046505015
67.8057982269369,0.47131297600572,0.716872407592746,0.507970651917276,-0.0766051432510722
67.8677622123134,0.471346545306005,0.716939546193316,0.507836374716135,-0.0767058511519281
67.9298467909576,0.471346545306005,0.716973115493602,0.507802805415849,-0.0767058511519281
67.9915636028992,0.471346545306005,0.717040254094172,0.507702097514994,-0.0767058511519281
68.0565980126058,0.471346545306005,0.717040254094172,0.507668528214708,-0.0767394204522134
68.1166252358945,0.471346545306005,0.717073823394458,0.507634958914423,-0.076806559052784
68.1807291103167,0.47131297600572,0.717208100595599,0.507467112412996,-0.0768401283530693
68.2436954737755,0.47131297600572,0.717208100595599,0.507433543112711,-0.0768736976533546
68.3047614241808,0.471279406705435,0.717241669895884,0.507399973812426,-0.0769072669536399
68.3668190617758,0.471279406705435,0.717275239196169,0.50736640451214,-0.0769072669536399
68.428912193134,0.471279406705435,0.717375947097025,0.507265696611285,-0.0769744055542105
68.4939495962905,0.471245837405149,0.717409516397311,0.507198558010714,-0.0769744055542105
68.5550112703389,0.471245837405149,0.717510224298167,0.507097850109858,-0.0770751134550665
68.6181354313711,0.471212268104864,0.717510224298167,0.507064280809573,-0.0770751134550665
